;title;job_link;days;price;average_bid;bid;payment_verified;description;job_tag
209;Product Launch Promo Edit -- 2;/projects/2d-animation/product-launch-promo-edit-39903388;3 days left;$70Avg Bid;True;32 bids;False;"I have raw live-action clips and brand assets for an upcoming product launch and I’m looking for a polished 30-60 second promotional video that blends those shot...Simple 2-D/flat-style animation to introduce the product name, key benefits and a closing call-to-action.  
• Royalty-free background music and clean sound design (transitions, whooshes, logo sting).  
• Final delivery in H.264, 1080 p (plus the project file so we can re-cut later if needed).

I’ll supply:  
– All raw clips (MP4) and a shot list.  
– Brand fonts, colours and logo in AI/SVG.  
–Scriptand rough timing guide.

Please keep the graphics on-brand, make sure the animated sections feel naturally integrated with the live footage, and export an initial draft so I can reques...";['2D Animation', 'Adobe Premiere Pro', 'After Effects', 'Animation', 'Commercials', 'Sound Design', 'Video Editing', 'Video Post-editing', 'Video Production', 'Video Services']
210;Sales Trend Data Analysis;/projects/data-analysis/sales-trend-data-analysis;3 days left;$251Avg Bid;True;134 bids;False;"...mix are evolving.  

Here’s what I need:  
• Clean and merge the database dump files, ensuring field consistency and resolving any missing-value issues.  
• Produce key descriptive statistics—totals, averages, growth rates, seasonality patterns—so I can quickly see what’s happening month over month and year over year.  
• Visualize the findings in easy-to-read charts or a lightweight dashboard (Python+ Pandas/Matplotlib, Power BI, or Tableau—use whichever you prefer) that highlights trends and any unusual spikes or dips.  
• Summarize the insights in a concise report that spells out notable sales trends and potential drivers.  

You’ll get direct access to the exports via a secure S3 link once we start. I’m happy to a...";['Data Analysis', 'Data Management', 'Data Visualization', 'Power BI', 'Python', 'SPSS Statistics', 'Statistical Analysis', 'Statistics']
211;Full 2D Animated Film;/projects/2d-animation/full-animated-film;3 days left;$238Avg Bid;True;16 bids;False;"I want to bring an original 2D animation to life from the ground up. I don’t yet have ascriptor storyboard, so the first step will be shaping a concise story outline and roughscripttogether. Once we agree on that foundation, I’ll need:

• A simple storyboard or animatic that maps out the key scenes.  
• Clean character and background designs kept stylistically consistent yet economical to animate.  
• The full rough-cut animation, including basic lip-sync and motion, polished just enough for a clear, watchable short film.  

Because the budget is lean, I’m aiming for a streamlined production—think a compact runtime (3–5 minutes), limited character count, and efficient reuse of backgrounds where possible. You’re free to wo...";['2D Animation', '2D Animation Explainer Video', '3D Animation', 'Adobe Animate', 'Adobe Flash', 'After Effects', 'Animation', 'Storyboard']
212;Realistic 3D Anime Short;/projects/rendering/realistic-anime-short;3 days left;$77Avg Bid;True;11 bids;False;"I’m building an original, story-driven video aimed squarely at a teenage audience and I want it told through expressive, realistic 3D anime visuals. Thescriptand storyboard are ready; what I need now is a skilled animator who can take those assets all the way through modeling, rigging, animation, lighting, and final render so the piece feels cinematic yet unmistakably “anime.”

The tone has to stay grounded and relatable for teens—think detailed character models, nuanced facial acting, and dynamic camera moves that keep viewers hooked. I’m open to whichever pipeline you’re most comfortable with—Blender, Maya, Houdini, Unreal, or a mix—as long as the end result delivers polished, high-fidelity frames and smooth motion.

Deliverables
&...";['3D Animation', '3D Design', '3D Modelling', '3D Rendering', '3D Rigging', 'After Effects', 'Animation', 'Blender']
213;TradingView Strategy Optimiser Development;/projects/pine-script/tradingview-strategy-optimiser;3 days left;$436Avg Bid;True;422 bids;True;"Job Description

I’m looking for a skilled developer experienced in TradingView (PineScript), Chrome extensions, and JavaScript/Pythonautomation to help me customise or rebuild a TradingView strategy optimiser.

We currently use the open-source extension OptiPie, which allows parameter optimisation on TradingView strategies.
I’d like to enhance its capabilities — or create a new tool inspired by it — to allow more advanced and automated optimisation workflows.

I’m open to either customising the existing open-source OptiPie extension or building a new tool inspired by it — whichever is more efficient and robust.

Project Goals

Run batch optimisations across multiple strategies, symbols, and timeframes.

Add support for custom metrics, su...";['Automation', 'Backtesting', 'Data Visualization', 'Google Chrome', 'JavaScript', 'Node.js', 'PHP', 'Pine Script', 'Python', 'Web Development']
214;Cartoon 3D Concept Tutorial;/projects/3d-design/cartoon-concept-tutorial;3 days left;$13Avg Bid;True;8 bids;False;"...simple concept explanation into a short, cartoon-style tutorial video for my brand. The goal is to take a single idea and make it easy to understand, friendly, and visually fun—think bright colors, exaggerated motion, and playful timing rather than hyper-realism.

What I’ll provide  
• A brief that outlines the core concept and key talking points  
• Brand colours, logo, and a rough voice-overscript(or on-screen text, if that works better for you)

What I need from you  
• A basic storyboard so we agree on flow and visuals before production  
• Low-poly cartoonish modelling and animation that keeps render times light yet looks polished  
• Simple lighting, texturing, and camera moves to keep the viewer engaged  
• Final video delivered ...";['3D Animation', '3D Design', '3D Modelling', '3D Rendering', '3D Rigging', 'Animation', 'Blender', 'Maya']
215;Accounts Monitoring System (multi-account, multi-city) — Python / Playwright;/projects/python/accounts-monitoring-system-multi-account;3 days left;$165Avg Bid;True;301 bids;True;"ChatGPT Plus
Project title

TLScontact Accounts Monitoring System (multi-account, multi-city) —Python/ Playwright

Short summary

I need a monitoring application that logs into many TLScontact accounts (up to ~50), grouped by city, checks each account every ~2 hours for a change of status (especially: an appointment assigned / moved to payment stage), and immediately notifies me when that happens. The system must also detect account errors (locked/expired), handle CAPTCHA by requesting manual intervention, keep session state to avoid repeated logins, and keep an event log/db. The solution must be production-ready and easy to run on a VPS.

Important: please do not use the word ""bot"" in your proposal. Describe technical approach and deliverables.

Full specification...";['Database Management', 'Python', 'Telegram API', 'Web Development', 'Web Scraping']
216;Fix & Deploy React/Python App;/projects/postgresql/fix-deploy-react-python-app;3 days left;$178Avg Bid;True;109 bids;False;"I already have the source for a React–based mobile front-end and aPythonREST API that uses PostgreSQL. What’s blocking me from launch are three concrete pain-points I need closed out right away:

• Payment integration errors – current flow fails at checkout; I need a clean, production-ready gateway hookup and test transactions running.  
• Server deployment errors – spin up the app servers, install/configure PostgreSQL, and deploy the code so both API and static assets serve reliably from my VPS.  
• General app functionality errors – a handful of glitches on both iOS and Android must be squashed so the apps pass store review.

I’m looking for an India-based developer who can jump in ASAP, work within my overall budget of about ₹1...";['API Development', 'iOS Development', 'JavaScript', 'Linux', 'Mobile App Development', 'MySQL', 'Nginx', 'Payment Gateway Integration', 'PostgreSQL', 'Python']
217;Finish & Export a Digital Planner Bundle (Canva → PDF + Mockups + Etsy Listing);/projects/canva/finish-export-digital-planner-bundle;3 days left;$36Avg Bid;True;142 bids;False;"...files:

Create a print-ready PDF (300 dpi, bleed, correct page size) of the Planner

Compile CompanionScript(TXT or MD file)

Assemble a ZIP bundle with all final assets

Create marketing assets for Etsy:

5+ high-quality mockup images (cover, dashboard, monthly spread, weekly spread, habit tracker)

Write or format Etsy listing material: title, 13 tags, SEO-optimized description (based on supplied copy)

Quality Assurance:

Check for alignment issues, readability at standard print size, color accuracy

Ensure files are properly named and organized

Provide a revision round for minor tweaks

Deliverables:

Final Canva link or packaged master (if Canva offline)

Final PDF planner

Companionscriptfile (TXT/MD)

ZIP bundle containing all deliverables + source files + mock...";['Canva', 'Digital Marketing', 'eBay', 'Etsy', 'Graphic Design', 'HTML', 'PHP', 'Website Design']
218;Eventbrite Bulk Attendee Automation;/projects/api-developmet/eventbrite-bulk-attendee-automation;3 days left;$27Avg Bid;True;186 bids;False;"*  Project Description:

I’m looking for a skilledPythonor Node.js developer to build ascriptthat automates uploading 20,000+ email contacts and registering them as attendees for an Eventbrite event.

Thescriptshould connect to the Eventbrite API, read contacts from a file, and automatically add each contact as a registered attendee. Proxy support is required to handle large uploads and avoid rate limits.

- Key Features:

Connect securely to the Eventbrite API (OAuth2 or API token)

Read contact emails from a .txt or .csv file (20K+ entries)

Automatically register each contact to a specific event (by link or event ID)

Proxy rotation support to prevent IP blocking or API limits

Progress logging (success/failure counts, errors, skipped contacts)

Batch up...";['API Development', 'Data Processing', 'JavaScript', 'Node.js', 'OAuth', 'PHP', 'Python', 'Software Development']
219;Sustainable use of plastic as a bitumen modifier;/projects/technical-documentation/sustainable-use-plastic-bitumen-modifier;3 days left;$15Avg Bid;True;27 bids;True;"...• why the chosen machine-learning model was suitable for predicting bitumen performance, and  
• a clear, step-by-step walk-through of thePythoncode (rewritten and heavily commented so another researcher could reproduce the work without opening the notebook).

The Results and Discussion sections already outline key findings; refine the wording, insert the relevant tables and figures, and ensure the statistical outputs match the narrative. Conclude with practical implications for sustainable pavement engineering and suggestions for future research.  

Deliverables: a polished Word document in the template format, the cleaned and annotatedPythonscript, and any graphics or tables exported as high-resolution images ready for insertion....";['Machine Learning (ML)', 'Mechanical Design', 'Mechanical Engineering']
220;Telegram Signal Binance Auto Trader;/projects/api/telegram-signal-binance-auto-trader;3 days left;$72Avg Bid;True;124 bids;True;"I need a straightforward bot that listens to specific Telegram channels, identifies Buy or Sell messages, and immediately mirrors those instructions as spot orders on my Binance account through the official API. Speed and reliability matter far mor...a headless VPS (Ubuntu) with no manual intervention after startup.  
• Telegram listener stays connected 24/7 and reconnects automatically if the connection drops.  
• All detected Buy/Sell messages trigger the correct spot order on Binance with accurate pair, quantity and order type (market by default).  
• Clear README covering environment setup, API key placement, and command-line options.Python, Node, or Go are all acceptable—use whichever you’re fastest with, as long as the final code is clean, commente...";['API', 'Binance', 'C# Programming', 'Node.js', 'PHP', 'Python', 'Software Architecture', 'Telegram API']
221;Animated Storytelling Explainer for PropTech platform;/projects/animation/animated-storytelling-explainer-for;3 days left;$180Avg Bid;True;127 bids;True;"...overwhelmed — juggling calls, emails, and maintenance requests.
	2.	The Turning Point: They discover rentt — a calm, smart solution that organises everything.
	3.	The Transformation: They experience peace of mind as rentt simplifies their workflow and tenant relationships.
	4.	The Outcome: They become a confident, connected landlord — free to focus on what matters.

We already have a 90-secondscriptready (provided after award), but we welcome creative visual interpretation and pacing suggestions.


Creative Requirements

Tone & Feel
	•	Calm, warm, and empathetic — not corporate or overly technical.
	•	Emotionally relatable storytelling that ends with inspiration and relief.
	•	Inclusive representation — landlords and tenants of d...";['Animation', 'Blender', 'Digital Marketing', 'Motion Graphics', 'Script Writing', 'Social Media Marketing', 'Sound Design', 'Video Production', 'Visual Design', 'Voice Over']
222;Tookan Order Integration Platform;/projects/api-developmet/tookan-order-integration-platform;3 days left;$445Avg Bid;True;337 bids;False;"I need a web-based module that talks directly with Tookan (Jungleworks) from my GoDaddy-hosted service site. The goal is to automate the full order life-cycle:

• Gener...via its API.  
• Listen to Tookan webhooks so I can pull every status update and full order payload back into my database.  
• Provide a detailed-information report that I can filter by date range, status, driver, or customer, then export to CSV.  
• Offer an admin panel where I can search, edit, or cancel any order without touching the database manually.

The core stack is flexible—PHP, Node, orPythonare all fine—as long as the solution deploys smoothly on my GoDaddy environment and respects Tookan’s authentication flow. Clear API documentation, structured code, and setup in...";['API Development', 'Database Management', 'MySQL', 'Node.js', 'PHP', 'Python', 'Software Architecture', 'Web Development']
223;Documentary Pre-Production Producer Needed;/projects/research-and-development/documentary-pre-production-producer;3 days left;$530Avg Bid;True;51 bids;False;"...phase. The concept is set, but I want to ensure the groundwork is rock-solid before cameras roll.

Key support I’m looking for:
• Research & Development – Help refine the core narrative, identify compelling angles, locate credible sources, and gather archival material or data that will strengthen the story.  
• Scriptwriting – Turn the research into a concise treatment and a working documentaryscript/outline, complete with interview questions and scene breakdowns.  
• Location Scouting – Recommend and, where possible, pre-verify filming locations that visually reinforce the storyline, noting any permits or local regulations we’ll need.

I’d value someone who can:
• Create a clear pre-production timeline with milestones....";['Content Development', 'Creative Writing', 'Film Production', 'Google Docs', 'Project Management', 'Research and Development', 'Scripting', 'Video Production', 'Zoom']
224;Platform for gathering data from different sources in Saudi Arabia a;/projects/database-management/platform-for-gathering-data-from;3 days left;$451Avg Bid;True;373 bids;True;"...system in phases. Please provide a detailed proposal with your tech stack (e.g.,Pythonwith Scrapy/Selenium, Supabase/PostgreSQL, Google Sheets), timeline, and pricing.

Requirements Gathering and Design (Phase 1 - 1 Week):

Define data fields (e.g., property ID, type, location, price, size, dates, publisher details, additional attributes like bedrooms or street width).

Specify target websites (start with ; expand to 2-3 others if feasible).

Design system architecture: Scraping scripts, database schema, export formats, analytics structure.

Deliverable: Design document (PDF/Word) with architecture and dashboard wireframes.

Web Scraping System Development (Phase 2 - 2-3 Weeks):

Build scrapers usingPython(Scrapy, BeautifulSoup, or Selenium for dynamic sites). AI Tools...";['BeautifulSoup', 'Data Analysis', 'Database Management', 'PHP', 'PostgreSQL', 'Python', 'Scrapy', 'Selenium', 'Software Architecture', 'Web Scraping']
225;AI SEO Populator for Google Sheets;/projects/google-sheets/seo-populator-for-google-sheets;3 days left;$37Avg Bid;True;139 bids;False;"...fields for each product.

<How the Workflow Should Work>

The AI reads data from Column H — this is the Product Long Description.

Using that text, the AI generates:

SEO URL → saved in Column R

Meta Title → saved in Column Z

Meta Description → saved in Column M

Image Alt Description → saved in Column AB

The process should run automatically or be easily triggered (for example, with a button orscriptinside Google Sheets).

The workflow should only modify those columns — nothing else in the sheet.

<Tech Requirements>

Must integrate with Google Sheets API.

Can use OpenAI API, Gemini API, or similar AI model for text generation.

Should be easy to run and maintain (no complicated setup).

<What We Expect>

A fully working aut...";['AI Writing', 'API Development', 'Automation', 'Automation Codeless Program', 'ChatGPT', 'Google Sheets', 'MySQL', 'OpenAI', 'SEO', 'Software Architecture']
226;Script for Boxes;/projects/postgresql/script-for-boxes;3 days left;$127Avg Bid;True;253 bids;True;"I need aPython-based automation bot that connects to our production database, scans the relevant tables, and pulls ONLY the records flagged as “Box,” strictly ignoring every “Bag” entry. The target is to collect 60–70 % of the available Boxes during each cycle while running reliably for up to 16 hours a day without manual intervention.

Key expectations  
• Written in modernPython(3.9+ preferred) with clear, maintainable code  
• Direct database connection (PostgreSQL); no web scraping involved  
• Adjustable capture window so I can nudge the percentage between 60 % and 70 % without editing source files  
• Robust error handling, logging, and graceful auto-restart so the process stays healthy across long sessions  
• L...";['Automation', 'Database Programming', 'Docker', 'PHP', 'PostgreSQL', 'Python', 'Software Architecture', 'Web Scraping']
227;Funny Friendship Kids Illustrations;/projects/character-illustration/funny-friendship-kids-illustrations;3 days left;$12Avg Bid;True;34 bids;False;"...celebrates the joy of friendship. For this initial phase I only need a simple draft pack:

• A quick storyboard covering the full plot (8–10 spreads, stick-figure level is fine).  
• One polished sample spread in a funny, expressive cartoon style that matches the storyboard.  
• A loose character sheet—front, side, and a fun action pose—to lock down proportions and colours.

I’ll provide the shortscript, scene notes, and a colour reference the moment we start. Final art should come as high-resolution PNGs (300 dpi) or layered PSDs sized for standard 8 × 10-inch print.

Please keep the tone bright, lively, and above all funny—kids should giggle the moment they see it. Turnaround for the storyboard: three days; finished sample spr...";['2D Animation', 'Caricature & Cartoons', 'Character Illustration', 'Graphic Design', 'Illustration', 'Illustrator', 'Storyboard']
228;MikroTik WhatsApp OTP Wi-Fi Portal;/projects/web-development/mikrotik-whatsapp-otp-portal;3 days left;$82Avg Bid;True;100 bids;True;"...Core Requirements:

MikroTik RouterOS integration (Hotspot + API or RADIUS).
Google Ad trigger after data usage threshold (must comply with AdSense policies).
Admin panel or dashboard to monitor users, data usage, and ad display logs.
Option to extend data packs or re-authenticate users.

Technical expectations
• You may use PHP, Node.js or any lightweightscriptthat can run on a small VPS or directly on the MikroTik if feasible.  
• Thescriptmust create or update hotspot users automatically, set session limits I define, and log basic analytics (time connected, MAC, phone number).  
• Clean, responsive HTML/CSS for the captive pages.  
• Provide step-by-step deployment notes so I can replicate the setup on additional MikroTik units.

Deliverables
1. ...";['Cloud Networking', 'Digital Networking', 'JavaScript', 'Local Area Networking', 'Node.js', 'PHP', 'Python', 'VPS', 'Web Design', 'Web Development']
229;Cinematic Video Creation for LeXi AI;/projects/after-effects/cinematic-video-creation-for-lexi;3 days left;$66Avg Bid;True;74 bids;True;"...Brand-aligned intro/outro animation (LeXi AI logo).

Optionally: 15-second teaser clip for social media promotion.

3. Style & Tone:

Clean, futuristic, and professional (think OpenAI / IBM Watson / DeepMind launch style).

Blend of AI visuals, motion infographics, and real product UI.

Tone: Innovative, credible, empowering — appealing to lawyers and professionals.

4. Inputs We Will Provide:Scriptoutline or narration points.

Product logo, color palette, and typography.

Screenshots or screen recordings of LeXi AI Agent.

Brand guidelines and references from previous videos.

5. Requirements:

Proven experience in tech or SaaS video production.

Proficiency in After Effects, Premiere Pro, or similar tools.

Understanding of storytelling for AI or technology product...";['After Effects', 'Animation', 'Branding', 'Graphic Design', 'Motion Graphics', 'Video Editing', 'Video Post-editing', 'Video Production', 'Video Services']
230;Faceless YouTube Growth Video Editor;/projects/adobe-premiere-pro/faceless-youtube-growth-video-editor;3 days left;$10Avg Bid;True;31 bids;False;"...focused on YouTube growth tips, educational content, and occasional mobile video editing tutorials. I’m looking for a skilled video editor who can:

Edit short to medium-length videos (5–15 minutes) into engaging content that keeps viewers hooked.

Add text, motion graphics, transitions, and captions in a style similar to channels like TubeSensie.

Edit in Hinglish, matching the tone and style of thescriptI provide.

Ensure videos are optimized for YouTube (eye-catching intros, mid-roll graphics, end screens, and calls to action).

Occasionally create YouTube shorts from longer videos.

Deliver the final video in high-quality MP4 format suitable for YouTube upload.

Requirements:

Proven experience in YouTube video editing for faceless channels.

Strong sense of pac...";['Adobe Premiere Pro', 'After Effects', 'Content Creation', 'DaVinci Resolve', 'Final Cut Pro', 'Motion Graphics', 'Video Editing', 'Video Post-editing', 'Video Production', 'Video Services']
231;Monthly BambooHR Time Entry Automation;/projects/automation/monthly-bamboohr-time-entry-automation;3 days left;$150Avg Bid;True;338 bids;True;"...need a smallscriptthat logs into my  account and fills out the entire month’s timesheet for me. The only fields that must be automated are the daily start and end times; breaks and notes are handled separately. I mainly work in Chrome, so please target that browser. I have no strong preference between Windows 11 or macOS Sequoia, so feel free to choose whichever platform lets you build fastest—if you can make it portable across both, that is a bonus.

Here’s what I expect the finished solution to do:
• Manually (or automatically) open the timesheet page on 
• Submit or save the sheet for the  whole month with the same times (9 am-12 pm; 1 pm - 6 pm)and confirm success before closing the session.  

I need the instructions how to run thescript...";['API Integration', 'Automation', 'Grease Monkey', 'JavaScript', 'Python', 'Scripting', 'Selenium', 'Software Development', 'Web Development', 'Web Scraping']
232;Prototype Windows 3D Video Editor;/projects/3d-modelling/prototype-windows-video-editor;3 days left;$341Avg Bid;True;49 bids;False;"...Architecture: x64

Installation: Standalone executable or simple installer; no heavy dependencies beyond runtime libraries

Tools and Technology Stack
Feature	Suggested Tool/Library	Rationale
Video decoding/encoding	FFmpeg	Industry standard, supports MP4 export, lightweight
Video processing	OpenCV	Easy video frame manipulation for trimming/cuts
3D rendering	Unity (HDRP/LWRP) or OpenGL with C++/PythonUnity simplifies importing OBJ/FBX and real-time rendering
GUI	Unity UI or PyQt / ImGui	Single-panel interface, easy controls for demo
Effects	Unity Post-Processing Stack / OpenGL shaders	Real-time effects like blur, glow, color correction
Build system	Unity Build Pipeline / CMake (if using OpenGL)	Simple Windows installer/output
Minimum Viable Feature List

Video Trimming & Time...";['3D Animation', '3D Design', '3D Modelling', 'After Effects', 'C++ Programming', 'OpenCV', 'OpenGL', 'Unity', 'Unity 3D', 'Video Editing']
233;Xbox Recoil-Compensation Scripts for Rust;/projects/game-development/xbox-recoil-compensation-scripts-for;3 days left;$127Avg Bid;True;262 bids;False;"I play Rust on Xbox and want to load a clean set of recoil-compensation scripts that I can trigger with a single button press on a keyboard. The goal is predictable, low-effort beam control while standing, crouched, or on the move (a little drift while moving is acceptable).

Scope  
• Separatescriptfile per sight profile: Holo, 4-times, Iron, plus an extra Hip-fire profile.  
• Inside each profile, recoil lines must be tuned to the weapons I actually run:  
  – Holo MP5, AK (New recoil), M249, HMLMG, Tommy, LR, SAP, SKS
  – 4x  MP5, AK (New recoil), M249, HMLMG, M39, SAR, LR,  SKS
  – Iron MP5, AK (New recoil), HMLMG, Custom, SAR, Tommy, SKS
  – Hip-fire general pattern control for close-range spray (single universal curv...";['C Programming', 'Game Design', 'Game Development', 'Game Testing', 'JavaScript', 'PHP', 'Scripting', 'Software Architecture']
234;Automate SEO Enhancements (Google to WordPress);/projects/python/automate-seo-enhancements-google;3 days left;$122Avg Bid;True;371 bids;True;"...(headings, body, FAQs, alt text).
Apply updates via the WordPress API.
Produce a per page keyword map and change log (before/after metadata).
Safeguards: max keyword insert density, stop word handling, exclusion rules.

Deliverables:
Working pipeline (script/app) with config UI settings.
Outputs: updated copy + metadata, keyword map, change log (CSV/Google Sheet).
Private repo with clean code, .env/secrets separated, and setup README.
Error handling with retries/backoff and simple, readable logs.

Required Skills:Pythonor Google AppsScript; Google Search Console API, OAuth2.
Text processing for safe keyword insertion.
WordPress CMS API (or structured export to CSV/Sheet).

Please share:

Similar automation projects,
A short plan for GSC → mapping → safe...";['API Development', 'Automation', 'Google Apps Scripts', 'Google Sheets', 'Python', 'SEO', 'Software Architecture', 'WordPress']
235;Simple HTML Login Mockup;/projects/html5/simple-html-login-mockup;3 days left;$230Avg Bid;True;173 bids;False;"I need a lightweight, front-end-only user login demo built with pure HTML, CSS and vanilla JavaScript. The flow is straightforward: a visitor sees a login screen, enters a username and password, thescriptchecks that both fields are at least six characters long, and—if the check passes—redirects the user to a protected “welcome” page that includes a visible Logout button. Hitting Logout should clear whatever flag you set in sessionStorage or localStorage and return the user to the original login form.

Because this is just a mock-up, no server-side code or databases are involved; all logic stays in the browser. Keep the markup semantic, the CSS clean and responsive, and comment the JavaScript so I can follow the validation and simple session handling.

Pleas...";['CSS3', 'Express JS', 'Frontend Development', 'HTML5', 'JavaScript', 'MongoDB', 'Node.js', 'PHP', 'React.js', 'Website Development']
236;Live-Action Educational Video Project;/projects/audio-engineering/live-action-educational-video-project;3 days left;$72Avg Bid;True;28 bids;False;"I’m ready to create an educational video that features our own company employees on camera. The goal is to teach our audience a specific topic while presenting our team as knowledgeable, approachable experts. I have the staff willing to appear, but I need a professional who can guide the entire production: shaping a concisescript, directing non-actors so they feel natural, capturing clean visuals and audio on location, and polishing everything in post with tight editing, color correction, balanced sound, and tasteful lower thirds.

The finished piece should be brand-aligned, engaging, and suitable for both our website and social channels. I’d like the runtime to land in the short-form sweet spot (we can confirm the exact length together) and receive both the final expor...";['Audio Engineering', 'Color Grading', 'Script Writing', 'Video Editing']
237;HD AI Medical Advice Videos;/projects/ai-animation/medical-advice-videos;3 days left;$30Avg Bid;True;61 bids;True;"I need a reliable workflow that turns my recorded reference material into Full-HD videos where an AI-generated version of me delivers clear, informative, and professional health tips. You will handle the entire pipeline—face cloning, voice cloning,scriptpolishing, and final video assembly—so the finished product feels like a high-quality mix of live-action footage featuring me and on-screen animated graphics that reinforce each point.

Here’s what I already have: short selfie videos (good lighting, neutral background) for facial training, a clean audio sample for voice cloning, and draft outlines for several common wellness topics. What I’m missing is the technical expertise to merge those assets into polished, repeatable content.  

Your role includes:  
&...";['After Effects', 'AI Animation', 'AI Content Creation', 'AI Model Development', 'AI Model Integration', 'Animation', 'Commercials', 'Visual Arts']
238;Cash Cow Faceless YouTube Travel Documentary Production Team;/projects/video-editing/cash-cow-faceless-youtube-travel;3 days left;$256Avg Bid;True;172 bids;True;"...tags, and relevant hashtags
        ◦ Optimize for search rankings and viewer engagement
    7. Channel Management
        ◦ Ensure consistent branding
        ◦ Track video performance and suggest improvements
        ◦ Keep the channel active and growing

Communication and approval for video topic with research report, approval for videoscript, approval for final video before upload, approval of thumbnail before upload. Maximum 2-3 revisions each perscript, thumbnail and video

 What I’ll Handle:
    • I will set up the YouTube channel myself
    • I will manage YouTube Shorts and other social media platforms for extra marketing

 What You Should Offer:
    •  Channel Setup + Branding (optional, but a plus)
    •  High CPM Niche Research &...";['Content Creation', 'Content Strategy', 'Digital Marketing', 'SEO', 'Social Media Management', 'Video Production', 'Video Services', 'Voice Over', 'YouTube', 'YouTube Video Editing']
239;Fix Tatkal Login Failure;/projects/selenium/fix-tatkal-login-failure;3 days left;$257Avg Bid;True;141 bids;True;"I already have a workingPythoncode-base that drives the IRCTC Android flow, but every day at the Tatkal rush windows (08:00, 10:00 and 11:00 IST) the login call is rejected with the server message “Unable to process current request.” Outside those three peaks everything logs in smoothly, so the root cause is clearly load-window specific rather than a generic bug.

The original foreign developer who wrote thescriptcan’t reproduce the issue from his region, so I’m looking for an Indian developer who understands IRCTC’s real-world quirks—throttling, device-id headers, captcha timing and SSO cookies—and can pair with him on a shared session. I will give you access to the fullPythoncode (requests + Selenium mix), the current A...";['Android', 'API', 'Automation', 'Mobile App Development', 'PHP', 'Python', 'Selenium', 'Web Scraping']
240;AI Growth: Personalized Learning Ecosystem;/projects/ai-development/growth-personalized-learning-ecosystem;3 days left;$42Avg Bid;True;54 bids;False;"...consistency, and goals.

 Community Hub: Users can connect, collaborate, and get feedback.

 Mentor Marketplace: Skilled users can mentor or sell courses.

 Learn → Earn System: Users can turn their knowledge into income.

 Subscription Model: Affordable monthly subscription (₹199–₹499).

 Core Technology
Layer	Tools / Tech
Frontend	React Native / Flutter
Backend	Node.js / Firebase / MongoDB
AI EnginePython, LangChain, OpenAI API
Hosting	AWS / Google Cloud
Design	Figma / Adobe XD
 Target Audience

Students & early professionals (16–30 yrs) — who want to upskill and grow personally.

Freelancers & creators — who can sell their skills and mentor others.

Young entrepreneurs — who want accountability, networks, and skill access.

Habit-bui...";['AI Development', 'AI Mobile App Development', 'Full Stack Development', 'Mobile App Development']
241;IMU/GPS Trajectory Estimation Algorithm (Python, Small Embedded Demo);/projects/embedded-systems/imu-gps-trajectory-estimation-algorithm;3 days left;$115Avg Bid;True;84 bids;False;"...Develop (and deliver) a robust, documentedPythonalgorithm to reconstruct the trajectory or path from logged IMU data (acceleration and orientation, optionally with GPS). The emphasis is post-processing/analysis withPython.

The freelancer should build and demo the workflow using a readily available, minimal embedded system (such as STM32, ESP32 or similar + IMU, with or without GPS). The hardware should be simple and reproducible, just enough to prove the workflow and verify results.

If some pre-processing/filtering (e.g., bias removal, simple fusion) is best done on the embedded device, you can implement it there as well, but all position/trajectory estimation must be reproducible inPythonusing the raw or pre-processed logs.

Resultingscript(s) must:
...";['Algorithm', 'Arduino', 'C Programming', 'Data Analysis', 'Electronics', 'Embedded Systems', 'GPS', 'Microcontroller', 'Python', 'STM32']
242;Batch MP4 File Renaming;/projects/automation/batch-file-renaming;3 days left;$12Avg Bid;True;148 bids;False;"I have a set of MP4 videos that need their filenames updated. The video content itself must remain untouched—only the names should change so they display correctly in my media ...display correctly in my media library. I can supply a list of the desired filenames, or, if it’s faster for you, we can agree on a simple naming convention and you apply it consistently.

The job is straightforward:
• Receive a link or folder containing the MP4 files.  
• Rename each file exactly as specified (or per the agreed-upon pattern).  
• Return the renamed files or a quickscript(PowerShell, Bash, orPython) that performs the change, plus a brief note confirming completion.

Accuracy is key; every file must keep its extension and play without issues after renaming...";['Automation', 'Bash', 'C++ Programming', 'PHP', 'Python', 'Scripting', 'Software Architecture', 'Video Editing']
243;;/login?goto=OGJkMGVhNTJiNTdkMTVlNTU0MGZkNWM0MTg3YmNiOTlodHRwczovL3d3dy5mcmVlbGFuY2VyLmNvbS9wcm9qZWN0cy9hcGkvcHl0aG9uLWZvcmV4LWRheS10cmFkZS1hdXRvbWF0aW9u;2 days left;;False;;False;PleaseSign UporLoginto see details.;['API', 'Automation', 'Financial APIs', 'Linux', 'PHP', 'Python', 'Software Architecture', 'VPS']
