,title,job_link,days,price,average_bid,bid,payment_verified,description,job_tag
246,Launch Video for LeXi AI Agent Webinar,/projects/amazon-web-services/launch-video-for-lexi-agent,4 days left,$55Avg Bid,True,7 bids,False,"...Brand-aligned intro/outro animation (LeXi AI logo).

Optionally: 15-second teaser clip for social media promotion.

3. Style & Tone:

Clean, futuristic, and professional (think OpenAI / IBM Watson / DeepMind launch style).

Blend of AI visuals, motion infographics, and real product UI.

Tone: Innovative, credible, empowering — appealing to lawyers and professionals.

4. Inputs We Will Provide:Scriptoutline or narration points.

Product logo, color palette, and typography.

Screenshots or screen recordings of LeXi AI Agent.

Brand guidelines and references from previous videos.

5. Requirements:

Proven experience in tech or SaaS video production.

Proficiency in After Effects, Premiere Pro, or similar tools.

Understanding of storytelling for AI or technology product...","['Adobe Premiere Pro', 'Animation', 'Branding', 'Graphic Design', 'Motion Graphics', 'SaaS', 'Video Production', 'Video Services', 'Voice Over']"
247,Cinematic Launch Video for LeXi AI,/projects/video-editing/cinematic-launch-video-for-lexi,4 days left,$82Avg Bid,True,21 bids,True,"...Brand-aligned intro/outro animation (LeXi AI logo).

Optionally: 15-second teaser clip for social media promotion.

3. Style & Tone:

Clean, futuristic, and professional (think OpenAI / IBM Watson / DeepMind launch style).

Blend of AI visuals, motion infographics, and real product UI.

Tone: Innovative, credible, empowering — appealing to lawyers and professionals.

4. Inputs We Will Provide:Scriptoutline or narration points.

Product logo, color palette, and typography.

Screenshots or screen recordings of LeXi AI Agent.

Brand guidelines and references from previous videos.

5. Requirements:

Proven experience in tech or SaaS video production.

Proficiency in After Effects, Premiere Pro, or similar tools.

Understanding of storytelling for AI or technology product...","['Adobe Premiere Pro', 'Animation', 'Branding', 'Graphic Design', 'Motion Graphics', 'SaaS', 'Video Editing', 'Video Production', 'Video Services', 'Voice Over']"
248,Agentic AI Lead Insights,/projects/natural-language-processing/agentic-lead-insights,4 days left,$313Avg Bid,True,23 bids,False,"...articles it finds.  
3. NLP-driven extraction of preference indicators—e.g., product lines mentioned, initiatives highlighted, pain points, technology keywords, sustainability statements.  
4. Summarisation and scoring so I can see, at a glance, which topics will resonate in outreach.  
5. Output: structured JSON/CSV plus a short natural-language brief for each lead.

Technical expectations  
•Pythonwith libraries such as LangChain, BeautifulSoup/Scrapy, GPT-4 (or comparable LLM), and a lightweight vector database (Pinecone, FAISS, etc.) for context retrieval.  
• Modular code so new sources can be added easily.  
• Respect  and include a basic rate-limit.  
• README with set-up steps, environment variables, and example commands.

What success looks li...","['BeautifulSoup', 'LangChain', 'Natural Language Processing', 'PHP', 'Python', 'Research', 'Web Scraping', 'Web Search']"
249,GPS Geodynamics Thesis Corrections & Analysis,/projects/data-analysis/gps-geodynamics-thesis-corrections,4 days left,$18Avg Bid,True,15 bids,False,"...have to be addressed in full. I will share their annotated PDF. Need to revise the maps as per the given comments by the reviewer.

Beyond editing, I need a critical look at the data analysis and interpretation sections: recalculating any questionable baselines, refining the velocity field, and tightening the geodynamic implications. If you are comfortable with tools such as GAMIT/GLOBK, GIPSY,Python(ObsPy, Pandas), MATLAB, GMT, or QGIS, the job will be straightforward.

Deliverables to return:  
1. The corrected thesis with tracked changes (Word).
2. Clean   
2. A clean, compile-ready PDF.  
3. A short technical memo outlining any analytical adjustments plus scripts/notebooks used.  
4. A “response to reviewers” sheet mapping each comment to the fix applied.

I can...","['Data Analysis', 'Editing', 'Geographical Information System (GIS)', 'GPS', 'Proofreading', 'Research Writing', 'Technical Writing']"
250,App for AI voice and video,/projects/android/app-for-voice-video,4 days left,$629Avg Bid,True,201 bids,True,"...tailor responses

Integration Layer (Future-Ready):

Cloud-based user identity and interaction history

Scalable architecture for later integration with IoT / smart devices

Subscription Framework:

Basic subscription model tier, and premium features subscription tier

Secure payment gateway integration

Technical Expectations

Frontend: Flutter / React Native (cross-platform)

Backend: Node.js orPython(FastAPI preferred)

AI Layer: GPT-4, Claude, Gemini, or equivalent foundation model

Voice & Emotion: ElevenLabs / OpenAI Realtime / custom emotion model

Infra: Firebase / AWS / Supabase

Design: Clean, futuristic UI/UX reflecting human-tech harmony

Deliverables

Fully functional app (mobile + backend)

Admin dashboard for monitoring conversations, analytics, and user data...","['AI Chatbot', 'AI Development', 'Android', 'Conversational AI', 'Flutter', 'iPhone', 'Mobile App Development', 'PHP', 'Python', 'Website Design']"
251,Odoo 19 Dev & Test Setup,/projects/odoo/odoo-dev-test-setup,4 days left,$151Avg Bid,True,72 bids,True,"...with Linux if that is where you are fastest, or Windows 10 if you prefer the Microsoft. Whichever route you choose, the resulting instance must let me switch seamlessly between coding, functional testing and stress-testing without re-installing anything.

Here is what will make the job a success:

• A fully configured Odoo 19 workspace ready for custom module development, complete with PostgreSQL,Pythondependencies and a version-controlled addons folder.  
• Clear, step-by-step documentation so I can recreate the setup on another machine or cloud host in minutes.  
• Demonstrable stability: you will walk me through tests that cover (1) the functionality of installed modules, (2) performance under sustained load and peak spikes, and (3) user access and permissions...","['Ansible', 'Docker', 'Documentation', 'Linux', 'Nginx', 'Odoo', 'PostgreSQL', 'Python', 'Software Architecture', 'Ubuntu']"
252,Health & Safety Procedure Training Videos,/projects/2d-animation/health-safety-procedure-training-videos,4 days left,$280Avg Bid,True,42 bids,True,"...health-and-safety procedures  that illustrate each step. What I need now is a set of concise, adult-focused training videos built in a clean motion-graphics style. The goal is to distill the material into engaging modules that hold attention and make every instruction crystal clear, then pair each module with a short comprehension questionnaire.

Here’s how I picture the workflow: you refine or draft thescriptfrom my documents, storyboard the key visuals, produce the animation with your preferred tools (After Effects, Premiere, or any AI-assisted platform you trust), add a neutral professional voice-over or sharp on-screen text, and deliver polished HD files ready for immediate use. My priority is accuracy—every frame must match the official procedure—so clo...","['2D Animation', '2D Animation Explainer Video', 'Adobe Premiere Pro', 'After Effects', 'Animation', 'Motion Graphics', 'Video Editing', 'Video Production', 'Video Services']"
253,Lead-Gen/Affiliate marketing AI Video Ads - Pack of 50-100 ads,/projects/ai-content-creation/lead-gen-affiliate-marketing-video,4 days left,$378Avg Bid,True,36 bids,False,"I need a set of short, scroll-stopping AI-generated video ads that I can drop straight into Meta Ads Manager and Google Ads. The primary goal is lead generation, so every cut must pull the viewer toward a clear call-to-action and capture form. 

Here’s what success looks like for me:
• 3–5 variations (15-30 seconds each) delivered in 1:1, 9:16, and 16:9.
•Script, visuals, AI voice-over, captions, logo stings, and end-screen CTA all handled for me.
• Final files supplied as high-quality MP4 plus editable source in your preferred AI video tool.

I’m specifically after AI Video Ads rather than traditional production; feel free to blend 2D, 3D, or whiteboard techniques if it strengthens performance, but speed and adaptability matter more than any single...","['2D Animation', 'AI Animation', 'AI Art Creation', 'AI Content Creation', 'AI Design', 'AI Graphic Design', 'Animation', 'Video Editing', 'Video Production', 'Video Services']"
254,Multi-Page Text Data Scraping,/projects/data-scraping/multi-page-text-data-scraping,4 days left,$145Avg Bid,True,132 bids,True,"...spread across several hundred pages of a single database-style website gathered, cleaned, and delivered to me in one well-structured Excel workbook. The site uses a consistent layout—each page lists record-type entries with roughly a dozen text fields that include titles, short descriptions, and a few categorical tags.  

Here’s what will make this project a success for me:  
• A repeatablescript(Python, BeautifulSoup/Scrapy or a similar tool) that automatically navigates pagination, respects  rules, and handles any lazy-loaded content.  
• An Excel file where each row corresponds to one record and each column maps cleanly to the on-page text fields, with no HTML artifacts or extra whitespace.  
• Basic documentation so I can rerun the scraper ...","['BeautifulSoup', 'Data Extraction', 'Data Mining', 'Data Scraping', 'JavaScript', 'Python', 'Scrapy', 'Web Scraping']"
255,"Cold Callers, Cold calling for Insurance, Finance, FinTech Lead Generation",/projects/lead-generation/cold-callers-cold-calling-for,4 days left,$1154Avg Bid,True,38 bids,True,"I’m launching a new finance-sector outreach across Europe, ASEAN and MENA and need three seasoned cold callers to keep the pipeline full. The goal is two-fold: generate fresh, qualified leads and lock in appointments wit...Verified lead details (name, direct line, email, company, brief pain point)  
• Confirmed calendar appointments that meet the agreed qualification criteria  

Fluency in English is essential, and any additional European, ASEAN or Arabic language skills will be an advantage. We’ll kick off with a brief training session on the offer and follow up with regular check-ins to share feedback and optimise thescript.  

If your conversion rates speak for themselves and you can start right away, tell me about your recent finance campaigns and the tools you...","['Appointment Setting', 'BPO', 'Call Center', 'Customer Service', 'Lead Generation', 'Leads', 'Marketing', 'Sales', 'Telemarketing', 'Virtual Assistant']"
256,Sentinel Flood Analysis Workflow,/projects/remote-sensing/sentinel-flood-analysis-workflow,4 days left,$85Avg Bid,True,10 bids,False,"I want a streamlinedPython-based workflow in Google Earth Engine that uses Sentinel imagery to both pinpoint flood-prone areas and track how each event evolves over time.  

Key tasks  
• Build an end-to-endscript(PythonAPI or Jupyter Notebook) that fetches, preprocesses, and masks Sentinel-1/2 data for my region of interest.  
• Generate clear water-extent maps for multiple dates, then derive cumulative layers that highlight historically flood-susceptible zones.  
• Produce time-series charts or simple dashboards to visualise flood progression during a chosen event.  
• Export final rasters/shapefiles and a concise README so I can reproduce the results locally.  

Please attach examples of past work in flood mapping, remote sensing, or Google E...","['Data Analysis', 'Data Processing', 'Data Visualization', 'Image Processing', 'JavaScript', 'Python', 'Remote Sensing', 'Software Architecture']"
257,Automate Excel Formatting Workflow,/projects/automation/automate-excel-formatting-workflow,4 days left,$78Avg Bid,True,49 bids,False,"...finalise this together).  
as of now files are uploading manually individually (browse path)needs to be change in existing code (PHP),as files will be upload from folder automatically..
• Fires a confirmation email once the transfer shows as successful.  

I’m comfortable with the solution being written inPython, Power Automate, VBA, or another tool you recommend, as long as it runs unattended on Windows and I can tweak the schedule if needed.  

Deliverables I expect:  
1. The runnablescript/flow with clear setup instructions.  
2. A short read-me that lets me adjust the folder path, time trigger, and email recipients without touching core logic.  
3. A test session where you demo the full cycle—format, rename, upload, email.  

If you have questions ab...","['Automation', 'Data Processing', 'Excel', 'Power Automate', 'Python', 'Script Writing', 'Visual Basic', 'Visual Basic for Apps']"
258,Targeted Email Scraper Tool,/projects/api-developmet/targeted-email-scraper-tool,4 days left,$156Avg Bid,True,73 bids,False,"I’m looking for a straightforwardscriptor small utility that can pull targeted email addresses from both websites and mobile apps. My immediate focus is on e-commerce sites and business directories, so the scraper should be able to navigate typical product or listing pages, locate contact fields, and collect valid email strings even when they’re obfuscated.

Key points I need covered
• Dual-source capability – it must extract from regular web pages as well as the APIs or traffic of mobile apps.  
• Clean CSV export – one line per email with a simple metadata column for the source URL or endpoint.  
• Adjustable targeting – I want to be able to add or change the site/app list without editing the code each time, for example by reading fro...","['API Development', 'Automation', 'Data Extraction', 'Data Processing', 'PHP', 'Python', 'Software Architecture', 'Web Scraping']"
259,Automate BankNifty Strategy on Zerodha,/projects/api-developmet/automate-banknifty-strategy-zerodha,4 days left,$292Avg Bid,True,21 bids,False,"I have a straightforward BankNifty trading strategy and now want it to run hands-free on Zerodha. The core rules are simple price- and time-based conditions, but I need them translated into reliable code that can fire orders automatically through Kite Connect.

Scope  
• Convert my written entry and exit rules into aPython(or comparable)scriptcompatible with Zerodha’s APIs.  
• Enable full automated trading—place, modify, and exit orders without manual intervention.  
• Build in basic position and risk controls: adjustable lot size, stop-loss, and target parameters.  
• Log every signal and order to a CSV (and console) for easy review; optional Telegram/email alerts are a plus.  
• Supply clear documentation plus a short remote walkthr...","['API Development', 'C++ Programming', 'Financial APIs', 'PHP', 'Python', 'Risk Management', 'Software Architecture', 'Telegram API']"
260,B2B Product Feature Video,/projects/motion-graphics/product-feature-video,4 days left,$400Avg Bid,True,29 bids,False,"...buyers.  

Scope  
• Length: around 60–90 seconds—concise enough for marketing and landing pages.  
• Style: shots of the product with simple animated overlays, call-outs, or motion graphics that spotlight each feature.  
• Goal: make the benefits instantly clear to first-time decision makers.  

What I’ll supply  
• Product snap shots, basic spec sheet, and brand guidelines.  
• Any voice-overscriptor talking-head footage if needed.

What I need from you  
• A storyboard and quick style frames so we agree on the look before production.  
• Basic on-brand animation and light editing of the live-action clips.  
• A final HD file ready to share, plus the project source files for future tweaks.

Keep the process lean—...","['After Effects', 'Animation', 'Content Creation', 'Graphic Design', 'Motion Graphics', 'Video Editing', 'Video Services', 'Visual Effects']"
261,Comprehensive Business Data Mining,/projects/data-collection/comprehensive-business-data-mining,4 days left,$157Avg Bid,True,109 bids,True,"...firm’s name and the core details that allow me to understand, segment, and reach them—think location, contact channels, industry classification, size indicators, and any other attributes you can consistently capture at scale without sacrificing quality.  

Please standardise the fields, remove duplicates, and supply the final output in CSV or Excel so it’s ready for immediate use in Power BI andPython-based workflows. If you already have clever approaches—API calls, custom crawlers, or machine-learning-assisted scraping—feel free to leverage them; accuracy and completeness matter more to me than the tooling.  

When you reply, let me know:  
1. Your proposed data sources and method for keeping things compliant.  
2. A brief outline of how you’...","['Big Data Sales', 'Data Analysis', 'Data Collection', 'Data Integration', 'Data Management', 'Data Mining', 'Data Processing', 'Data Scraping', 'Python', 'Web Scraping']"
262,Corporate Promo Video & Logo,/projects/logo-design/corporate-promo-video-logo,4 days left,$16Avg Bid,True,13 bids,False,"...Trim and sequence the clips so the story flows smoothly.  
• Apply clean colour correction and tasteful transitions that fit a professional brand tone.  
• Design and animate a simple logo reveal to open and close the piece.  
• Add concise text overlays to highlight key messages, stats, or calls to action.  

Assets I’ll Provide
– Raw video files (1080p)  
– Brand colours and font references  
–Scriptoutline indicating where text should appear  

What I Need Back
1. A first cut for review (MP4, H.264).  
2. One round of minor tweaks.  
3. Final export in 1080p plus the standalone logo file (PNG/SVG).  

Voice-over or background music isn’t mandatory right now, but I’m open to your suggestions if it can be done quickly with roy...","['Adobe Premiere Pro', 'After Effects', 'Animation', 'Logo Design', 'Motion Graphics', 'Video Editing', 'Video Post-editing', 'Video Production']"
263,NT Health Demographic Data Comparison,/projects/data-analysis/health-demographic-data-comparison,4 days left,$306Avg Bid,True,19 bids,False,"...statistically significant differences between these demographic segments—e.g., age group vs. hospital stay length, Indigenous status vs. readmission rate.  
• Time window: data is limited to the last calendar year, so all calculations, charts and commentary should reference only that period.  

Deliverables  
1. Cleaned analysis-ready dataset (code and final table).  
2. Reproducible notebook orscript(Python/pandas, R tidyverse or similar) showing each step.  
3. Executive summary (≤2 pages) plus any supporting visualisations that make the contrasts intuitive for decision-makers.  

Acceptance Criteria  
• All demographic fields compared side-by-side with clear p-values or confidence intervals.  
• Visuals exported in both PNG and editable format....","['Data Analysis', 'Data Analytics', 'Data Management', 'Data Processing', 'Data Science', 'Data Visualization', 'Python', 'R Programming Language', 'Statistical Analysis', 'Statistics']"
264,Shopify Product & Collection Translation Migration Across Country Stores,/projects/shopify-development/shopify-product-collection-translation,4 days left,$510Avg Bid,True,242 bids,True,"...4 Target Stores using Shopify Admin GraphQL Translation API
- Maintain support for all languages (DE, EN, FR, NL)
- Run tests to validate content accuracy after migration
-Provide a repeatable solution (scriptor workflow) in case we update translations later

Requirements
- Proven experience with Shopify Admin GraphQL API
- Experience handling multilingual Shopify setups
- Strong understanding of metafields & structured content in Shopify
- Clean logging, rollback strategy, and testing approach

Deliverables
- Full migration completed & verified in all stores
- Translation pipeline/scriptdelivered
- Short documentation for running the process again...","['API Integration', 'OSCommerce', 'PHP', 'Product Management', 'Shopify', 'Shopify Development', 'Shopify Templates', 'Translation']"
265,Develop Large-Deformation FDEM Algorithm for Rock Deformation and Fracture (Geomechanics / C++ / Fortran),/projects/fortran/develop-large-deformation-fdem-algorithm,4 days left,$158Avg Bid,True,44 bids,True,"...tectonic-style deformation.

⸻

Deliverables
	•	Source code (C/C++/Fortran preferred;Pythonor MATLAB acceptable for prototyping).
	•	At least one working simulation case: a rigid block compressing a rock layer or plate, showing local deformation and partial fracturing.
	•	Result visualization (ParaView/Tecplot/VTK output).
	•	Short technical documentation (2–3 pages) describing implementation details and assumptions.

⸻

Required Skills
	•	Strong background in Computational Geomechanics / Rock Mechanics / Geophysics.
	•	Experience with FDEM, DEM, FEM–DEM coupling, SPH, or CEL methods.
	•	Solid understanding of large deformation mechanics and objective stress rate formulations.
	•	Proficiency in C/C++ or Fortran (Python...","['Algorithm', 'C++ Programming', 'Engineering', 'Finite Element Analysis', 'Fortran', 'Geotechnical Engineering', 'Mathematics', 'Mechanical Engineering', 'Physics', 'Python']"
266,Google Forms Weekly Reporting Build,/projects/google-sheets/google-forms-weekly-reporting-build,4 days left,$135Avg Bid,True,104 bids,True,"...light AppsScripthighlight items that require management attention.  
• When a threshold is met, the system must (a) email the relevant managers, (b) surface an alert in a simple visual dashboard, and (c) add a line to a “Follow-up meetings” schedule.  

Deliverables I expect:
1. A live Google Form configured with all fields laid out in my outline.  
2. Connected Google Sheet with summary tabs and conditional formatting/scripts that flag action items.  
3. Automated triggers for email notifications, on-dashboard alerts, and calendar entries.  
4. A short call or screen-share tutorial, plus a concise cheat-sheet, so I can maintain and tweak the setup myself without technical jargon.

Everything should stay inside the standard Google Workspace environment (Forms, ...","['Automation', 'Data Entry', 'Data Visualization', 'Excel', 'Google Sheets', 'JavaScript', 'PHP', 'Software Architecture']"
267,Satellite Disaster Forecast Prototype,/projects/deep-learning/satellite-disaster-forecast-prototype,4 days left,$34Avg Bid,True,8 bids,False,"I need a compact proof-of-concept that shows how deep learning can predi...scope lean:  
• Collect a small, representative sample of open satellite images and matching social posts.  
• Build a lightweight preprocessing pipeline to align the two data streams in near–real time.  
• Train a basic model—CNN, CNN-LSTM, or another suitable architecture—that outputs short-term risk levels for each disaster type.  
• Package the work in a single Jupyter notebook (or equivalentscript) with clear comments so I can rerun it locally.  
• Include a brief README that explains data sources, key steps, and how to extend the approach later.  

Accuracy can be modest at this stage; the goal is to demonstrate feasibility and lay the groundwork for a fuller ...","['Computer Vision', 'Data Mining', 'Deep Learning', 'Machine Learning (ML)', 'Natural Language Processing', 'Python', 'R Programming Language', 'Web Scraping']"
268,Starter Pack Chat Copywriting.,/projects/chatbot/starter-pack-chat-copywriting,4 days left,$7 - $20,False,47 bids,True,"I want to hire you to create ""chatscript"" content, please check the details in this link:","['Chatbot', 'Chatbot Integration', 'Chatbot Prompt Writing', 'Content Creation', 'Content Writing', 'Copywriting', 'Customer Experience', 'Customer Service', 'HTML', 'PHP']"
269,Custom Built Autonomous/Continuous AI Agent,/projects/data-analysis/autonomous-continuous-agent-for-equity,4 days left,$354Avg Bid,True,79 bids,True,"I already have a ChatGPT Pro subscription and paid data feeds for various equity ma...(CSV, SQLite, or another lightweight option you recommend).  
• Is built in a modular way so I can later swap in new data sources, enlarge the dataset, or upgrade individual components without rewriting the whole stack.  

Key expectations  
–Pythonpreferred; open-source libraries wherever possible.  
– Clear installation steps and a short README so I can reproduce the pipeline on my own machine.  
– Comments in the code that show where to plug in additional APIs or scheduling logic for higher-volume processing later.  

Deliverable: workingscript(s) plus brief documentation that demonstrates the end-to-end flow from data pull to analytics output, ready for me to te...","['AI Agents', 'Data Analysis', 'LangChain', 'Machine Learning (ML)', 'Predictive Analytics', 'Python', 'Sentiment Analysis', 'Software Architecture']"
270,Conversational Male Voiceover Needed,/projects/voice-over/conversational-male-voiceover-needed,4 days left,$249Avg Bid,True,9 bids,False,"...voice to narrate an informational video. Thescriptwill be provided; your job is to bring it to life in an engaging, conversational style that feels friendly yet professional rather than salesy.

What I’m after
• Male voice, mid-range or deeper, with a clear, neutral accent (or light regional accent that remains easily understood).
• Tone must stay conversational throughout—think explaining a concept to a colleague, not reading from a podium.

Deliverables
• One polished, noise-free audio file (WAV or high-quality MP3).
• Light processing (de-breath, EQ, compression) so it’s ready to drop into the final video.
• Up to two minor pickup revisions included forscripttweaks or pronunciation corrections.

Timeline & collaboration...","['Audio Editing', 'Audio Production', 'Audio Services', 'Sound Design', 'Voice Over', 'Voice Talent']"
271,Business Loan Telecalling Support,/projects/b2b-marketing/business-loan-telecalling-support,4 days left,$285Avg Bid,True,12 bids,False,"...inbound and outbound enquiries for business loans. Your day-to-day work will focus on three clear goals:

• Qualify each lead against our basic lending criteria.  
• Explain loan terms, documentation requirements, and next steps so prospects feel informed.  
• Lock in calendar slots for our credit officer, making sure the prospect is prepared for that call.

I will supply the lead list, a concisescript, and a CRM login so you can keep notes on every conversation. Fluency in English and Hindi is essential, and comfort discussing lending jargon will help you sound credible.

When you apply, highlight your experience with B2B or SME finance campaigns—numbers that show your conversion or appointment ratio are even better. If you have previously worked with tools...","['B2B Marketing', 'Business Analysis', 'Business Development', 'Business Writing', 'CRM', 'Customer Service', 'Lead Generation', 'Sales', 'Telemarketing']"
272,Need only Coder for research paper results,/projects/machine-learning/need-only-coder-for-research,4 days left,$101Avg Bid,True,11 bids,True,"I am searching for my AI/ML research paper and need an experienced PyTorch...splits, loaders, and any data augmentation that improves generalization.  
• Design a training loop with appropriate loss functions, schedulers, mixed-precision where helpful, and solid logging (TensorBoard or equivalent).  
• Produce quantitative metrics (accuracy, F1, AUROC, t-SNE as relevant) and clear plots that can go straight into LaTeX.  
• Save checkpoints and provide a short inferencescriptso reviewers can replicate results.  

Acceptance criteria  
– Code runs end-to-end on my GPU instance with a single command.  
– Reported metrics match those submitted in the final jpg
– All dependencies are captured in  or requirements.txt.  

The timeline is within a week, ma...","['Data Augmentation', 'Data Processing', 'Data Science', 'Deep Learning', 'Deep Neural Network', 'Machine Learning (ML)', 'Machine Learning Algorithms']"
273,Zoho CRM Image Grid Report,/projects/zoho-crm/zoho-crm-image-grid-report,4 days left,$19Avg Bid,True,26 bids,True,"I need a concise HTML + Deluge so...solution that lets me show several images—stored in a single Zoho CRM field—inside a customised report. The report should render the pictures in a clean grid layout; no sliders, links, or hover effects are required.

Scope
• Fetch the image URLs directly from Zoho CRM (no external storage involved).  
• Inject those URLs into an HTML template that arranges them in a grid.  
• Supply the Delugescriptthat gathers the images for each record and passes them to the template.  
• Provide brief, step-by-step instructions so I can drop the code into the report myself.

Keep the code lightweight and readable; I only need the core logic that proves the concept and displays the images neatly. 

Familiarity with zoho is a mus...","['Coding', 'CSS', 'HTML', 'Zoho CRM']"
274,Outdoor Color-Balancing AI Tool,/projects/ai-image-editing/outdoor-color-balancing-tool,4 days left,$525Avg Bid,True,38 bids,False,"...exposure, white balance, and overall tone with no manual grading.  
• Outdoor-aware logic: daylight shifts, mixed weather, and high-contrast scenes are the main challenges I want the algorithm to tackle reliably.  
• Consistent results across clips: when several takes are spliced together, the tool must match visual tone so the final edit feels seamless.  

Deliverables  
• A working prototype (Python, DaVinci Resolve plug-in, or similar) with clear install/run instructions.  
• Source code and any training scripts or weights.  
• A brief README outlining the underlying method, dependencies, and how I can fine-tune it on future footage.  

I’ll provide sample outdoor clips for validation and expect the corrected versions returned for comparison. A s...","['After Effects', 'AI Design', 'AI Development', 'AI Image Editing', 'AI Model Development', 'C++ Programming', 'Python', 'Software Architecture']"
275,AI Tool for Video Trimming,/projects/computer-vision/tool-for-video-trimming,4 days left,$392Avg Bid,True,37 bids,False,"...computer-vision model (e.g., YOLOv7, MediaPipe, or similar).  
• Remove—or flag for removal—all portions without people.  
• Re-assemble the remaining footage into a clean, contiguous MP4, preserving original resolution and audio sync.  
• Provide a simple interface: command-linescript, lightweight GUI, or a REST endpoint—whichever you’re fastest with.  
• Include a settings file so I can tweak confidence thresholds and minimum scene length.  

Deliverables:  
1. Source code with concise README covering dependencies (Python, OpenCV, ffmpeg, etc.).  
2. A sample input clip plus the processed output to confirm accuracy.  
3. Brief documentation or screen-share walkthrough so I fully understand how to extend or retrain the model.  ...","['Cloud Computing', 'Computer Vision', 'Deep Learning', 'OpenCV', 'Python', 'REST API', 'Video Editing', 'Video Processing']"
276,AI Cinematic Video Series,/projects/2d-animation/cinematic-video-series,4 days left,$66Avg Bid,True,5 bids,False,"I’ll share a confidential, episodicscriptand need a mixed-media cinematic video built with AI tools. To keep things manageable, we’ll start with a single pilot episode; once the look and feel are locked in, we can move on to the rest of the series.

What I’m after  
• Neutral tone—no strong comedic or dramatic pushes.  
• A seamless blend of animated and live-action elements.  
• 1080p proof-of-concept cut, roughly 2–4 minutes.  
• Basic storyboard based on myscript, followed by the final video file and editable project assets.

Creative freedom is encouraged as long as the final result feels cohesive and respects the script’s intent. Allscriptmaterials are strictly confidential; please delete them after deli...","['2D Animation', '3D Animation', 'After Effects', 'Animation', 'Video Editing', 'Video Post-editing', 'Video Processing', 'Video Services']"
277,Telecaller for Institutional Lead Generation,/projects/lead-generation/telecaller-for-institutional-lead,4 days left,$85Avg Bid,True,4 bids,False,"...the institutes I want, have their basic contact data, and even drafted an outline for the call flow, but I need a skilled tele-caller who can turn that outline into a persuasivescriptand then hit the phones.

Your core task is straightforward: cold-call qualifying computer institutes, pitch the collaboration opportunity, and secure decision-maker interest strong enough for a follow-up meeting or demo. I’ll share the lead sheet, value-proposition points, and the roughscriptoutline; you’ll refine it into a polished, confidence-building conversation guide before you start dialing.

Deliverables  
• Refined callscriptbuilt from my outline (Google Docs format)  
• Daily call log with contact name, designation, call summary, and next action  
&...","['Business Development', 'CRM', 'Customer Support', 'Lead Generation', 'Sales', 'Script Writing', 'Telemarketing', 'Telephone Handling']"
278,NBA 2K26 Cronus Zen Script,/projects/game-development/nba-cronus-zen-script,4 days left,$128Avg Bid,True,9 bids,False,"I'm looking for a custom Cronus Zenscriptfor NBA 2K26. Thescriptshould optimize shooting, enhance dribble moves, and automate defensive actions. 

Key Requirements:
- Shooting optimization
- Dribble moves enhancement
- Defense automation

Ideal Skills and Experience:
- Proficiency in Cronus Zen scripting
- In-depth knowledge of NBA 2K26 mechanics
- Experience with shooting, dribbling, and defensive scripts
- Ability to incorporate advanced features upon request","['Game Art', 'Game Design', 'Game Development', 'Game Testing', 'Game UI', 'Scripting']"
279,Raspberry Pi Dental 3D Scanner,/projects/opencv/raspberry-dental-scanner,4 days left,$66Avg Bid,True,8 bids,False,"...blueprint and a proof-of-concept workflow that turns a burst of 2-D captures into an accurate printable model.

Key objectives  
• High accuracy on tooth contours—the algorithm must prioritise precise edge and surface definition over colour fidelity.  
• True portability—everything should run on-board a Pi 4 (or lighter) without calling external cloud services.

Minimum deliverables  
1.Python/OpenCVscriptthat:  
   – synchronises projector patterns with camera frames,  
   – performs camera calibration, pattern decoding, and robust contour detection,  
   – estimates depth and produces a clean point cloud.  
2. A lightweight surface-reconstruction step (Poisson, Marching Cubes, or similar) that outputs an .STL mesh ready for visu...","['Arduino', 'C++ Programming', 'Computer Vision', 'Image Processing', 'OpenCV', 'Python', 'Raspberry Pi', 'Software Development']"
280,Tech Solutions Explainer Video,/projects/2d-animation-explainer-video/tech-solutions-explainer-video,4 days left,$727Avg Bid,True,80 bids,True,"I need a 90–120 second animated explainer that spotlights our technology solutions for LinkedIn, YouTube, and our website. All dashboard screenshots, the brand style guide, and a final narrationscriptwill be provided.

The finished piece should be similar to the first 45 seconds of the reference video example on Youtube -> 

• Clean motion on charts, metrics, and graphs drawn from the PDF executive dashboard  
• Smooth, polished transitions that keep the story flowing  
• Logo, color palette, and typography woven consistently throughout  
• Professional, formal voice-over synced perfectly to the visuals (audio copy will be provided)
• Subtle, corporate background music mixed so the narration remains clear","['2D Animation', '2D Animation Explainer Video', 'A/V editing', 'Adobe Premiere Pro', 'After Effects', 'Animation', 'Commercials', 'Motion Graphics', 'Video Editing', 'Video Production']"
