,title,job_link,days,price,average_bid,bid,payment_verified,description,job_tag
284,Python Developer for Data Extraction,/projects/api-integration/python-developer-for-data-extraction,3 days left,$563Avg Bid,True,124 bids,False,"I am looking for an experiencedPythondeveloper or data engineer to extract data from 15 websites that provide ready-to-use APIs, API keys, or open-access data feeds. The task is to connect to these sources, retrieve a defined set of approximately 8–10 data fields from each source, clean and normalize the information, and deliver the final results in a structured Excel file. I will provide the list of websites, access documentation, and any required keys. The freelancer should have solid experience withPython, API integration, JSON/XML handling, and data cleaning using tools such as Requests and Pandas. Experience with web scraping libraries is a plus, although most data will be collected directly through APIs. Deliverables include a completed Excel file (either a sin...","['API Integration', 'Data Extraction', 'Data Mining', 'JSON', 'Python', 'Software Architecture', 'Web Scraping', 'XML']"
285,Freelancer for AI Sales System Setup,/projects/automation/freelancer-for-sales-system-setup,3 days left,$165Avg Bid,True,66 bids,True,"...(EN + ES)
- Install provided Snowie voice scripts
- Configure call routing → GHL
- Connect transcripts and notes to correct pipelines
- Setup Snowie → Conversify follow-up triggers

4.ScriptInstallation (Provided by Us)

You will receive ALL scripts in English + European Spanish:
- Master Prompts (Aleve + FMT)
- Spanish-only homeownerscript- Tradesperson onboardingscript- B2B outreachscript- Job qualification flows
- Automated follow-up scripts
- No-show sequences
- Appointment reminders
- Sales closing messages
- Advanced objection-handling pack
- Chatbot training file
- Snowie voice AI receptionscriptYour task is to install these accurately, test them, and ensure all flows run naturally inside Conversify, GHL and Snowie.

 5. Tes...","['AI Agents', 'API Integration', 'Automation', 'Chatbot', 'Conversational AI', 'Graphic Design', 'HTML', 'PHP', 'Website Design']"
286,Full-Stack Developer for AI Video Ad SaaS MVP,/projects/full-stack-developer-for-video,3 days left,$1242Avg Bid,True,79 bids,True,"...platform grows, I will increase investment and continue adding new features.

Core Requirements (MVP)

You should know or be able to integrate:

AI / APIs

OpenAI API (script+ hook generation)

ElevenLabs or  (voiceover)

RunwayML / Pika / HeyGen API (video generation)

FFmpeg (subtitles, stitching video, transitions)

Backend

Node.js (Express or NestJS)

Video rendering pipeline

User authentication

Credit usage system

Frontend

 or React

Clean video preview UI

Payment integration (Stripe)

Database

PostgreSQL / Supabase

What I Need Built

User uploads product image OR enters prompt

AI generatesscript+ hook

System generates voiceover

Video is created (AI + FFmpeg for captions, end frames, etc.)

User can download video

Stripe subscription & credit system...","['AI Chatbot Development', 'AI Content Creation', 'AI Model Development', 'API Integration', 'JavaScript', 'Node.js', 'PHP', 'PostgreSQL', 'Video Editing', 'Video Production']"
287,Letter Tracking Dashboard with 3 URLs (Viewer / Admin / Master Admin) + 1-Click Setup – Full Build & Fix – ₹1000 | 3 Days,/projects/html/letter-tracking-dashboard-with-urls,3 days left,$11Avg Bid,True,11 bids,False,"Project Description

I need a fully working, easy-to-use Letter Tracking Dashboard for office use. The system is 80% already built — I will provide HTML, Google AppsScriptcode, and screenshots.

Your Job:

Fix the ""Failed to Fetch"" error
Make it installable in 1 click on any PC
Generate 3 types of URLs: Viewer, Normal Admin, Master Control Admin
Ask during setup: “How many Normal Admin URLs do you want?”
Allow the Master Admin to generate more Normal Admin URLs later
Save all links in  in the same folder

Current System (You Will Fix & Improve)

Frontend: Single  file (JS + CSS included)
Backend: Google AppsScript(Web App) + Google Sheets
Data: Two sheets — Letters (tasks), Config (Team Members, Status List, Admin Keys)
UI: Hindi + En...","['Backend Development', 'CSS', 'Data Visualization', 'Frontend Development', 'Google Sheets', 'HTML', 'JavaScript', 'Web Development']"
288,Generative AI Kids Content Video Editor (Cartoons & Educational Shorts),/projects/after-effects/video-editor-for-short-kids,3 days left,$406Avg Bid,True,35 bids,True,"...creates fun, colorful, fact-based short videos (30–60 seconds each).
We’re looking for 1–2 long-term video editors who can create high-quality vertical videos from scripts and AI voiceovers.

We prefer editors from India for cost efficiency and long-term collaboration.

Your Responsibilities:

Create 30–100 short videos per month

Each video is 30–60 seconds, vertical (1080x1920)

Use providedscriptAdd AI voiceover

Add relevant stock clips/images

Add bright, kid-friendly subtitles

Add simple sound effects & transitions

Deliver polished, engaging videos

Follow a consistent style and brand guideline

Handle revisions quickly

Deliver on time, every time

Style Requirements:

Fun and colorful

Fast-paced editing

Big, readable subtitles

Sim...","['After Effects', 'AI Text-to-speech', 'AI Text-to-video', 'Animation', 'Sora', 'Video Production']"
289,Automated Video Uploading and Scheduling Script,/projects/automation/automated-video-uploading-scheduling,3 days left,$19Avg Bid,True,12 bids,True,"I will write this line in the CMD:

""C:ProgramDataMicrosoftWindowsStart MenuProgramsGoogle "" --remote-debugging-port=9222 --user-data-dir=""C:UsersaammaAppDataLocalGoogleChromeUser DataProfile 6""


After that, I will run thePythonscript.

Then I will type the path of the videos folder in the CMD window.

Next, I want to upload the videos on the same browser that I opened, using the same filename as the video being uploaded.

However, the word “Al Banna” might not be written in the filename. If it is missing, I want it to be added automatically.

After that, the video should be added to a playlist such as:
“سورة البقرة كروما قرآنية | Surah Surah Al-Baqarah Quranic Chroma | Mahmoud Ali Al-Banna”

And the playlist descri...","['Automation', 'C Programming', 'C++ Programming', 'Python', 'Selenium', 'Software Architecture', 'Video Editing', 'Web Scraping']"
290,Web Alarm Software Development,/projects/swift/web-alarm-software-development,3 days left,$495Avg Bid,True,102 bids,True,"...alarms, and adjust settings from a phone or another service.  

I’m flexible on the underlying tech stack; what matters is reliability, clean code, and straightforward deployment on a standard VPS. Please outline your proposed architecture, libraries, and any third-party services you plan to integrate for notifications when you bid.

Deliverables  
• Source code and database schema  
• Deploymentscriptor container file  
• Brief setup guide and user manual  
• Short demo showing time-based, event-triggered, and system-monitoring alarms firing and sending notifications, all controlled remotely  

I’ll consider the project complete once I can install the app on my server, trigger each alarm type, receive the matching notifications, and manage every...","['Swift', 'Web Development']"
291,Seeking Results-Driven Sales Representative for AI Agency -- 2,/projects/crm/seeking-results-driven-sales,3 days left,$525Avg Bid,True,10 bids,True,"...generated by marketing.

Understand and communicate the value of AI automation to business owners.

Identify client needs and match them with the appropriate service packages.

Run discovery calls, strategy calls, and closing calls.

Maintain a clean CRM and update client progress accurately.

Follow up with leads who did not close on the first call.

Work closely with the founder to refine the salesscriptand improve conversions.

Provide weekly performance reports.

Requirements

Prior experience in high-ticket closing, B2B sales, SaaS sales, or agency sales.

Strong communication and negotiation skills.

Ability to build trust quickly with business owners and executives.

Proven track record of hitting or exceeding sales targets.

Comfortable with objection handling.

Ability...","['CRM', 'Customer Experience', 'Leads', 'Marketing', 'Sales', 'Sales Management', 'Telemarketing']"
292,Driver Overtime Optimization Model,/projects/data-analysis/driver-overtime-optimization-model,3 days left,$129Avg Bid,True,29 bids,False,"...overtime records  

The brief is to translate those inputs into an optimisation model whose primary objective is to pinpoint the minimum driver pool that still meets every route and timing commitment while eliminating excessive overtime. Labour-act hour caps and any other real-world constraints (breaks, vehicle availability, town-to-site travel windows) must be baked in.

I’m open on the toolset—Python(PuLP, Pyomo), Excel Solver, or any platform that lets me run what-if scenarios and tweak assumptions without specialist coding once it’s delivered. What matters is:

• A clearly documented model I can refresh with new data.  
• A concise report that shows recommended driver count, expected overtime reduction, and any trade-offs.  
• Guidance on how...","['Data Analysis', 'Data Management', 'Data Visualization', 'Excel', 'Matlab and Mathematica', 'Operations Research', 'Python', 'Simulation', 'Statistical Analysis', 'Time Series Analysis']"
293,Python GMX Live Trading Dashboard,/projects/api-developmet/python-gmx-live-trading-dashboard,3 days left,$178Avg Bid,True,77 bids,True,"I run a custom HTML/CSS/JS site and want visitors to see my live activity on GMX. What I need is aPythonscriptthat connects to the GMX APIs, fetches my account data in real time, and feeds it to the front end as dynamic charts and graphs rather than plain text.

The dashboard must always show:  
• Current position (long or short)  
• Entry and exit prices for every trade  
• Live and cumulative ROI  
• Leverage, number of open trades, and my win/loss count  

How it should work  
ThePythonservice polls (or preferably subscribes via WebSocket) to GMX, stores the latest snapshot in memory, then serves a lightweight JSON or WebSocket endpoint. On the browser side, you’ll wire that feed to a charting library such as  or ApexCharts so the figu...","['API Development', 'Chart.js', 'CSS', 'HTML', 'JavaScript', 'JSON', 'Python', 'Web Scraping']"
294,Seo friendly Minimalist Wedding Photo Landing Page,/projects/web-design/seo-friendly-minimalist-wedding-photo,3 days left,$24Avg Bid,True,19 bids,False,"...plus a footer that holds quick links: a Google Search link for my business name, and a location map that opens in–page (Google Maps embed is fine).

Hosting requirement  
All files must run from my local NAS. A lightweight static-site approach is ideal, but I’m open to a small Docker container or similar if you think that’s cleaner. Either way, please handle deployment or give me a one-commandscriptso I can reproduce it.

Deliverables  
• Fully responsive landing page (HTML/CSS/JS or comparable framework)  
• Instagram gallery integration using the official API or a reliable token-based feed  
• Embedded Google Maps location and clickable Google Search link  
• Google Reviews widget or API pull shown with testimonials  
• T&C secti...","['CSS', 'Docker', 'Graphic Design', 'HTML', 'Instagram API', 'JavaScript', 'PHP', 'Web Design', 'Web Hosting', 'Website Design']"
295,Self-Hosted Slideshow Video Generator,/projects/video-editing/self-hosted-slideshow-video-generator,3 days left,$594Avg Bid,True,44 bids,False,"...of still images into a smooth, moving slideshow video—without ever adding text overlays or audio tracks. The site I linked does the motion effects I like (pan, zoom, cross-fade) but it’s unreliable and keeps slipping words into the final render, so I’d rather run my own copy locally.

Key requirements  
• Runs on Windows and ships with both a simple GUI for drag-and-drop batches and a CLI I canscript.  
• Accepts JPEG and PNG inputs at any common resolution.  
• Outputs a standard video file (MP4 or MOV) that contains only the images with motion effects—absolutely no captions, watermarks, voice-overs, or music.  
• Lets me control basic parameters such as slide duration, transition length, motion intensity, and final resolution/FPS.  
...","['ActionScript', 'Adobe Flash', 'After Effects', 'C# Programming', 'OpenCV', 'Software Development', 'Video Editing', 'Video Services']"
296,High-Volume Odoo Import & Customization,/projects/data-integration/high-volume-odoo-import-customization,3 days left,$526Avg Bid,True,97 bids,True,"I need to bring a large catalog—well over 500 products together with their categories—into my existing Odoo database. All source data sits in several clean Excel files, so the job starts with mapping those sheets to the right Odoo models, making sure every catego...editable in the product form  
• All products and categories successfully imported, with spot-checks in the UI confirming accuracy and relationships  
• A brief hand-off note on how to repeat the process if we add more SKUs later

I already have admin access to Odoo and can supply the Excel files immediately. If you have experience with Odoo’s import wizard, external IDs, or even a one-offscriptinPython/XML-RPC to speed things up, that will be a bonus—but the end result must be ...","['Data Integration', 'Database Management', 'ERP', 'Excel', 'MySQL', 'Odoo', 'Python', 'Software Architecture']"
297,Seasoned Django Backend Engineer,/projects/docker/seasoned-django-backend-engineer,3 days left,$1287Avg Bid,True,25 bids,True,"The next milestone of my platform centres on backend development: expanding and hardening a cluster ofPythonmicroservices that expose REST APIs, stream data through RabbitMQ/Kafka, and run container-first on AWS. All core work is inPython3 with Django and SQLAlchemy talking to PostgreSQL, so deep, day-to-day fluency with those two libraries is essential.

To start this project pitch please add """" Dehradun or Near by Dehradun Location "" only genuine location will prefer or get chat directly to me.

You will design, code, test, containerise, and ultimately ship new services, then keep them healthy in production. I already have Docker images running in a Kubernetes staging cluster; the task now is to refine the deployment pipeline, implement advanced authentic...","['Amazon Web Services', 'Combinatorial Problem Solving', 'Debugging', 'Django', 'Docker', 'Kubernetes', 'Model Testing & Optimization', 'Python', 'RabbitMQ', 'REST API']"
298,Instagram Lifestyle Vlog Editing,/projects/adobe-premiere-pro/instagram-lifestyle-vlog-editing,3 days left,$11Avg Bid,True,8 bids,False,"I have a batch of vertical clips for a lifestyle vlog series and a shortscriptfor each segment. I need you to turn them into snappy Instagram Reels: trim the footage into a fast-paced, energetic flow, add eye-catching text or motion graphics where it helps the story, colour-grade for a bright, feed-friendly look, then layer a calm, soothing AI voice-over that you generate from myscript.  

Please choose royalty-free background music, balance it so the narration stays clear, and deliver each reel in 1080 × 1920 (H.264) ready for direct upload. I’m happy with Premiere Pro, Final Cut, CapCut, Descript, ElevenLabs—or whatever lets you hit the style and sound I’m after—as long as you also include the editable project file.  

First reel serves as t...","['Adobe Premiere Pro', 'After Effects', 'Animation', 'CapCut', 'Final Cut Pro', 'Motion Graphics', 'Video Editing', 'Video Production']"
299,SaaS Platform for Beauty Salon Management,/projects/saas/saas-platform-for-beauty-salon,3 days left,$1248Avg Bid,True,217 bids,True,"We are seeking an experienced programmer to develop an innovative SaaS (Software as a Service) platform, specifically designed to optimize the management and communication of beauty salons. The main objective is to create a robust system that automates processes and improves the customer experience.

The essential functionalities of the project ...API integration, and experience with artificial intelligence and communication technologies. We are looking for someone who can transform this vision into a functional and scalable solution for the beauty market.

Category: IT & Programming
Subcategory: Web development
What is the scope of the project? Create a new custom site

Delivery term: Not specified

Skills needed:

SaaS API, JavaScript,Python, HTML, CSS, Database, ChatGPT, Cha...","['API Integration', 'Chatbot', 'ChatGPT', 'HTML', 'JavaScript', 'PHP', 'SaaS', 'Software Architecture']"
300,Multimedia Webpage Redesign,/projects/php/multimedia-webpage-redesign,3 days left,$82Avg Bid,True,103 bids,True,"...location. I have the ip to country table in my database

Functionality:
All page requirements image and video details are loaded from a MySQL table which I provide with
The page must have cookie permission, then keeps a cookie per visitor/session
Everything needs to be portable, thus easy to duplicate to other domains, as this design is going to be used for several sites. 
Modular: one hand codedscriptper function, no cluttering of coding in immense large scripts, no frame work, no libraries
The content is managed by admins, there is no user uploaded content, so I don't need upload or management forms for now.

After having a few horrible experiences on here, I have to be very clear about my terms: you create this on your own or my server and show me the progress every day...","['CSS', 'Frontend Development', 'Geolocation', 'HTML5', 'JavaScript', 'MySQL', 'PHP', 'Web Development', 'Website Design']"
301,Build an AI-Powered Document Enhancement + Template Export Web Tool,/projects/web-development/form-pdf-web-app,3 days left,$713Avg Bid,True,50 bids,True,"...users
	•	USD for international users
	•	Integrate Stripe + Razorpay
	5.	User Dashboard:
	•	Login / Signup
	•	History of generated documents
	•	Ability to re-download previous exports
	6.	Admin Features:
	•	View users
	•	Manage templates
	•	Manage categories (sectors)
	•	Basic analytics

Tech preferences (not mandatory but preferred):
	•	Frontend:  / React / Tailwind
	•	Backend: Node.js orPython(FastAPI)
	•	Storage: Supabase / Firebase / AWS S3
	•	PDF Export: Puppeteer / Playwright or similar
	•	AI: OpenAI API
	•	Hosting: Vercel / Render / Railway

Deliverables:
	•	Fully functional web application
	•	Clean UI (Figma designs will be provided if needed)
	•	All source code
	•	Deployment s...","['API Development', 'Full Stack Development', 'HTML', 'JavaScript', 'Node.js', 'Payment Gateway Integration', 'Web Development', 'Webflow']"
302,Product Recommendation Chatbot for App,/projects/ai-chatbot-development/product-recommendation-chatbot-for-app,3 days left,$318Avg Bid,True,18 bids,False,"...AI-driven chatbot that lives inside my mobile app and guides users to the right products. The core job is to design, train, and integrate a natural-language model that asks a few smart questions, understands the answers, then returns tailored recommendations pulled from our existing product catalog and inventory API.

Here’s what success looks like for me:
• A lightweight, well-documented model (Python, TensorFlow, or your preferred framework) hosted so the app can call it via REST or GraphQL.
• Conversational flow files that cover greetings, preference gathering, recommendation logic, and graceful fall-backs.
• A simple demo screen in React Native or Flutter that shows the chatbot working end-to-end, ready for my team to drop into the main codebase.
• C...","['AI Chatbot Development', 'AI Development', 'Android', 'Mobile App Development', 'Natural Language Processing', 'Python', 'React Native', 'Software Architecture']"
303,Automate eBay and LeBonCoin Dropshipping,/projects/api-developmet/automate-ebay-leboncoin-dropshipping,3 days left,$151Avg Bid,True,38 bids,False,"...relevant supplier, then return tracking details to the customer once the supplier dispatches.  
• Keep stock levels and prices in sync on both marketplaces in near-real time to prevent overselling or out-of-date pricing.

eBay’s official REST API is available, while LeBonCoin may require creative handling (Selenium, Puppeteer, in-house API, or another reliable method). I’m flexible on the tech stack—Python, Node, PHP, or a low-code integration platform are all acceptable so long as the end result is stable, well-documented and easy for me to maintain.

Acceptance criteria  
• One-click or scheduled listing upload to BOTH marketplaces.  
• Automatic order routing and status updates.  
• Inventory and price sync every X minutes (configurable), ...","['API Development', 'Automation', 'Dropshipping', 'eBay', 'Node.js', 'PHP', 'Software Architecture', 'Web Scraping']"
304,Angel One Trading Automation,/projects/api-developmet/angel-one-trading-automation,3 days left,$111Avg Bid,True,13 bids,False,"...back-tester into live, production-ready code that can:

• Place and modify orders instantly through the Angel One REST/SmartAPI  
• Monitor every open trade in real time, updating P&L and status without lag  
• Enforce basic risk rules such as max loss per trade, daily stop, and position sizing before any new order is fired  

You can choose the language or framework you are most comfortable with—Python, Node, or even a lightweight Java service are all fine so long as the final solution is stable and easy for me to maintain. API keys and a paper-trading account will be provided for sandbox testing before we switch to live.

Deliverables I expect:
1. Clean, well-commented source code connecting my strategy signals to the Angel One endpoints  
2. A small co...","['API Development', 'Java', 'Node.js', 'PHP', 'Python', 'REST API', 'Software Architecture', 'Software Development']"
305,3D Printing Demand Survey Delhi,/projects/data-analysis/printing-demand-survey-delhi,2 days left,$295Avg Bid,True,8 bids,True,"...objections.  
• Distribute it widely across Delhi-NCR using social media groups, local sub-Reddits, neighbourhood WhatsApp or Facebook communities, and any other channels you know that reach everyday consumers.  
• Collect enough responses to deliver statistically useful insights (please propose a realistic sample size in your bid).  
• Clean the data, run basic analysis in Excel, Google Sheets orPython(pivot tables, charts, key metrics).  
• Summarise findings in a brief report highlighting demand levels for the two focus use-cases, common price brackets, preferred lead times and any patterns worth noting.

Acceptance criteria  
1. Raw response spreadsheet (.xlsx or .csv)  
2. One-page visual summary (PDF or Google Slides) with charts and recommendations  
...","['Data Analysis', 'Data Collection', 'Excel', 'Google Sheets', 'Market Research', 'Python', 'Statistical Analysis', 'Typeform']"
306,Bank Statement & Receipt Reconciliation Automation,/projects/n8n/bank-statement-receipt-reconciliation,2 days left,$22Avg Bid,True,40 bids,True,"...Create an automated process (n8n workflow or smallscript) that:
Reads both XLS files.
Normalizes date and amount formats in both datasets.
Performs an exact match on (date, amount) between bank transactions and receipts.
Produces one output XLSX with 6 columns, all rows sorted by date:
Bank side: Bank Date | Bank Description | Bank Amount
Receipt side: Receipt Date | Receipt Description | Receipt Amount

For rows where there is an exact match (date + amount), put bank and receipt on the same row, and mark the row as OK in green (e.g., green row background or an extra “Status = OK” column).

Where there is no match, leave the opposite side empty (so I can reconcile manually later).

Deliverables:
Working n8n workflow or standalonescript(Pythonpreferre...","['Automation', 'Data Integration', 'n8n', 'Python']"
307,Telecaller for Lead Generation,/projects/crm/telecaller-for-lead-generation,2 days left,$254Avg Bid,True,10 bids,True,"This project centers on driving fresh, qualified leads through outbound calls to a mixed audience of businesses and individual consumers. I will supply a concise guideline with the key value-propositions, talking points, and objection-handling tips. Rather than a rigidscript, you’ll have the freedom to tailor the conversation so it feels natural while still staying on message.

The call list, CRM access (if needed), and a short onboarding session come from my side. Your day-to-day responsibility is to reach the contacts, spark interest, and confirm they meet the basic qualification criteria we agree on.

Deliverables are straightforward:  
• A daily call log showing numbers dialed, call outcomes, and brief notes.  
• A compiled list of verified leads with name, phon...","['CRM', 'Customer Service', 'Data Entry', 'Lead Generation', 'Leads', 'Sales', 'Telemarketing', 'Telephone Handling']"
308,Python Developer Needed for PDF Vector Line Extraction (Structural Drawings / PT Plans) -- 2,/projects/python/python-developer-needed-for-pdf-39985310,2 days left,$181Avg Bid,True,25 bids,False,"...reconstruction

This step is crucial and will become the engine for banded tendon detection in later milestones.

You must have direct experience working with vector PDFs, not OCR tools.

The required accuracy is for estimating only, not engineering — the client is comfortable with a few inches of slack on long tendon runs.

Milestone 1 — Scope of Work

You will build aPythonscriptthat does the following:

1. Load the provided PDF

UsePython3

Use PyMuPDF (fitz) preferred

Target a specific page (e.g. page index 8, the main PT slab plan)

2. Extract all vector line segments

Use vector extraction only — no image processing.

Capture:

x1, y1, x2, y2

Line lengths (in PDF units)

Line width if available

3. Parse the drawing scale

Detect patte...","['Automation', 'Cartography & Maps', 'Data Analysis', 'Data Extraction', 'Data Processing', 'Data Visualization', 'Geospatial', 'Machine Learning (ML)', 'PDF', 'Python']"
309,Professional 2D Promo Video Creation,/projects/2d-animation/professional-promo-video-creation,2 days left,$25Avg Bid,True,17 bids,False,"I need a skilled motion designer who can deliver polished 2D animated spots, each running between 10 – 20 seconds, to support upcoming promotional campaigns for my brand. The finished clips must feel professional—clean lines, smooth transitions, and on-brand color use—while conveying key messages quickly and clearly.

Here’s what I’m expecting:
• Concept refinement based on my brief or roughscript• Storyboard or style frames for approval  
• Final 1920×1080 video (H.264/MP4) with embedded audio, ready for web and social media  

Please include a link to comparable 2D promotional work in your reply and note your typical turnaround time per clip. I’m ready to get started as soon as I find the right fit.","['2D Animation', '2D Animation Explainer Video', 'After Effects', 'Animation', 'Motion Design', 'Motion Graphics', 'Video Production', 'Video Services']"
310,Python Developer Needed for PDF Vector Line Extraction (Structural Drawings / PT Plans),/projects/pdf/python-developer-needed-for-pdf,2 days left,$513Avg Bid,True,35 bids,False,"...reconstruction

This step is crucial and will become the engine for banded tendon detection in later milestones.

You must have direct experience working with vector PDFs, not OCR tools.

The required accuracy is for estimating only, not engineering — the client is comfortable with a few inches of slack on long tendon runs.

Milestone 1 — Scope of Work

You will build aPythonscriptthat does the following:

1. Load the provided PDF

UsePython3

Use PyMuPDF (fitz) preferred

Target a specific page (e.g. page index 8, the main PT slab plan)

2. Extract all vector line segments

Use vector extraction only — no image processing.

Capture:

x1, y1, x2, y2

Line lengths (in PDF units)

Line width if available

3. Parse the drawing scale

Detect patte...","['Automation', 'Cartography & Maps', 'Data Analysis', 'Data Extraction', 'Data Processing', 'Data Visualization', 'Geospatial', 'Machine Learning (ML)', 'PDF', 'Python']"
311,Nukhba Fractional,/projects/ai-model-development/nukhba-fractional,2 days left,$1590Avg Bid,True,28 bids,True,"...Matching accuracy

Conversion metrics


---

SECTION 6 — NON-FUNCTIONAL REQUIREMENTS

High scalability

Secure authentication

Encrypted data

GDPR-ready

99.5% uptime

Fast API response

Mobile-responsive design

SEO-ready structure



---

SECTION 7 — TECHNOLOGY STACK (RECOMMENDED)

Frontend: React.js / 
Backend: Node.js / Django
Database: PostgreSQL + MongoDB
AI: OpenAI / Llama models +PythonHosting: AWS / Google Cloud
Payments: Stripe + PayPal
Messaging: Twilio / SendGrid


---

SECTION 8 — DELIVERABLES

1. UI/UX wireframes


2. Frontend + Backend architecture


3. AI integration


4. Database schema


5. Admin panel


6. Testing plan


7. Live deployment


8. Documentation + handover




---

SECTION 9 — TIMELINE

Total expected duration: 4 weeks


...","['AI Model Development', 'API Development', 'Django', 'Node.js', 'Payment Processing', 'React.js', 'Software Development', 'Software Testing', 'Web Development']"
312,Scalping Nifty Options Trading Algo,/projects/python/scalping-nifty-options-trading-algo,2 days left,$291Avg Bid,True,10 bids,True,"...well-commented source code plus a short read-me describing setup, parameters, and how to start/stop the bot.

Acceptance  
1. Back-test report showing at least 3 months of intraday data with trade log and equity curve.  
2. Paper-trading run for one full trading day without manual intervention or errors.  
3. Live deployment checklist and a 15-minute walkthrough call to confirm everything works end-to-end.Pythonis preferred, but I’m open to C# or Java if you can demonstrate quick deployment on my VPS. Let me know which stack you recommend and why....","['API Integration', 'Backtesting', 'C Programming', 'C# Programming', 'C++ Programming', 'Python', 'Software Architecture', 'Software Testing']"
313,Fast Python Developer for Web App Backend,/projects/flask/fast-python-developer-for-web,2 days left,$88Avg Bid,True,35 bids,False,"NeedPythonBackend Developer (1–3 Days Delivery) for Existing HTML/CSS Web App

Description:
Hi there! 

I’ve already developed a web-based app frontend using Claude AI — it’s fully functional in HTML, CSS, and JavaScript.
Now, I urgently need a skilledPythonbackend developer to integrate a database and make the app fully functional within 1–3 days.

 Your Responsibilities:

Build aPythonbackend using Flask or Django.
Connect the app to a database (MySQL / PostgreSQL / MongoDB).
Create and integrate APIs for user data, forms, and interactions.
Ensure seamless connection between frontend and backend.
Provide clear documentation for setup and deployment.

 About the App:

The app’s frontend UI is complete (HTML, CSS, JS).
It&rsquo...","['Django', 'Flask', 'HTML', 'JavaScript', 'MySQL', 'PostgreSQL', 'Python', 'REST API']"
314,Python API User Data Comparison,/projects/api/python-api-user-data-comparison,2 days left,$178Avg Bid,True,58 bids,False,"...user profiles and I need a cleanPython3scriptthat pulls from each source, compares the records and flags anything new, missing, or changed. The only post-comparison action I want is a Telegram message that summarises what happened—no reports, database writes, or other notifications for now.

Scope  
– Fetch user data from both APIs using the auth headers or OAuth tokens I provide.  
– Match users by a unique field (ID or email, whichever proves most reliable).  
– Detect and categorise new users, removed users and field-level changes.  
– When a difference exists, push a succinct, nicely formatted Telegram message to a specific chat_id through a bot token I’ll share.

Key requirements  
•Python3.x, requests/urllib3 or a...","['API', 'Data Analysis', 'Data Processing', 'Google App Engine', 'OAuth', 'PHP', 'Python', 'Software Architecture']"
315,Excel-Python API Automation Script,/projects/api-developmet/excel-python-api-automation-script,2 days left,$201Avg Bid,True,25 bids,False,"...need to turn a daily Excel chore into a hands-off process. The goal is a lightweightPythonscriptthat hits my chosen API, parses the JSON, and pushes the relevant fields into a neatly formatted workbook. Once everything is wired up, I should be able to refresh the sheet with one click or a simple command—no manual copy-pasting.

Key points you should know:
• The data source is an external API, not a local file.  
• Excel is where the final output must land; use pandas, openpyxl, or any standard library that keeps the setup clean on Windows 10 /Python3.10.  
• Clear comments and a concise read-me are important so I can tweak endpoints or column mappings later.

Deliverables  
• Well-commented .pyscript• Sample Excel file ...","['API Development', 'Data Processing', 'Excel', 'JSON', 'Pandas', 'Python', 'Software Architecture', 'Visual Basic']"
316,60-Second Product Commercial Edit,/projects/adobe-premiere-pro/second-product-commercial-edit,2 days left,$12Avg Bid,True,9 bids,False,"I have a one-minute commercial to push a specific product and I need it polished into a snappy, on-brand final cut. You’ll receive the raw footage, my logo package, reference clips that show the pace and mood I’m after, plus a shortscriptfor on-screen text.

The job is to assemble the best takes, tighten pacing, colour-grade for a vibrant, premium look, mix in licensed music and light SFX, and add minimal motion-graphics that highlight key product features. I typically work with Adobe Premiere Pro and After Effects templates, so if you edit in those the hand-off will be seamless, but Final Cut Pro or DaVinci Resolve are fine as long as I get an H.264 master and an editable project file.

Deliverables:
• Final 60-second 1080p (or higher) MP4 ready for social ads an...","['Adobe Premiere Pro', 'After Effects', 'Color Grading', 'Motion Graphics', 'Video Editing', 'Video Post-editing', 'Video Production', 'Video Services']"
317,AI-Driven Real Estate Course Production,/projects/ai-hw-sw/driven-real-estate-course-production,2 days left,$359Avg Bid,True,54 bids,True,"...registered simply as “course,” I’m leaning toward a broad mix of residential, commercial and investment angles, so flexibility to pivot between niches is essential. The target audience may range from new agents to seasoned professionals; I’ll supply the final persona once the first outline is drafted.

Acceptance criteria for each module  
• 5–15 minute video lesson exported at 1080p, <150 MB  
•Scriptand slide deck provided in editable format  
• Royalty-free visuals and music, properly credited  
• Consistent branding—color palette and lower thirds match the style guide I’ll send  
• Turnaround: first draft within 5 days of outline approval, revisions within 48 hours

If you’re comfortable steering AI...","['After Effects', 'AI (Artificial Intelligence) HW/SW', 'AI Chatbot Development', 'AI Content Creation', 'AI Design', 'Animation', 'Commercials', 'Video Production']"
318,Customer Service Website Chatbot Development,/projects/javascript/customer-service-website-chatbot,2 days left,$133Avg Bid,True,48 bids,False,"...to be able to ask routine questions and immediately get accurate answers drawn from our existing FAQ. When appropriate, the same bot should guide them toward products that match their needs—basic recommendation logic tied to our catalog is enough for launch.

The build can be on Dialogflow, Microsoft Bot Framework, Rasa, or any comparable stack, as long as it sits cleanly in an iframe or smallscriptsnippet and plays nicely with our current tech (HTML + JavaScript front-end, RESTful back-end). Please keep the language model flexible so we can expand intents later without starting from scratch.

Deliverables  
• Fully functional chatbot integrated into our website  
• Conversation flows covering:  
 – FAQ answers  
 – Product recommendation p...","['AI Chatbot', 'API Development', 'Conversational AI', 'Customer Service', 'HTML', 'JavaScript', 'Node.js', 'RESTful API']"
